inventory_id,product_id,store_id,stock_quantity,last_updated
7fa82a54-da2d-4154-ab75-eb775ccf7adc,d78ee07d-5591-40a7-a3b4-f1f519d3c9b4,c0dfce76-d1cb-4c68-9c35-b8faf705f226,31,2025-04-12
831acfe4-ae23-47b0-a2d3-5e50088e55d9,102cc10a-d1b1-4c36-9dc9-afa91c8e09e3,c0dfce76-d1cb-4c68-9c35-b8faf705f226,125,2025-04-12
321ef230-2935-49b4-8afa-62ec7edf9a54,79ebcada-38ef-4cf9-8be2-fb5591f906e3,c0dfce76-d1cb-4c68-9c35-b8faf705f226,147,2025-04-12
ba5f33b9-dae2-4c4d-bf14-327a8920066a,191ea4ba-3642-4fb1-ba32-b14318a94908,c0dfce76-d1cb-4c68-9c35-b8faf705f226,59,2025-04-12
2650e011-8ed0-4205-b3bc-8ec06b8ed2c9,a8b6565c-7a43-44dc-9634-25eb38a6d371,c0dfce76-d1cb-4c68-9c35-b8faf705f226,78,2025-04-12
864d6b09-a909-42b2-ab51-86e43f16be9a,1fa47e34-d537-48c7-8e05-06604d969fc2,c0dfce76-d1cb-4c68-9c35-b8faf705f226,126,2025-04-12
c454dd54-fbf1-4fc7-a86f-503f30996aba,a55b867d-616f-4554-9ab7-3e0462929a49,c0dfce76-d1cb-4c68-9c35-b8faf705f226,30,2025-04-12
ea7f6252-d42f-438f-8d3b-abfe930b5818,191fcacf-abf3-4c50-92d1-4b1857fc404c,c0dfce76-d1cb-4c68-9c35-b8faf705f226,119,2025-04-12
1af8cdcd-a584-4c93-a229-3c568674d6f1,8fc5ebf8-3514-4fe8-9534-6332e8e69abd,c0dfce76-d1cb-4c68-9c35-b8faf705f226,87,2025-04-12
6dabca0c-c7a6-4a0e-9b75-f0729f119769,a0afec15-024a-4fbd-96e5-733c341bb4c5,c0dfce76-d1cb-4c68-9c35-b8faf705f226,198,2025-04-12
b4f0c70f-bcb5-424e-885e-44e01f8dc1ff,bd06222f-e4e4-4035-86f6-fd2e5ee72216,c0dfce76-d1cb-4c68-9c35-b8faf705f226,110,2025-04-12
dc52d126-da7a-4909-9d8b-c81f19d03de5,5c794522-c345-40f7-9ee3-3b631b95e217,c0dfce76-d1cb-4c68-9c35-b8faf705f226,121,2025-04-12
7d6684e4-761c-48b7-9f1b-c5ac0c42844a,f9b74e5e-2f3d-4466-bda0-cc5f21ef7320,c0dfce76-d1cb-4c68-9c35-b8faf705f226,114,2025-04-12
7b240e00-9037-4532-a24d-cb3a1edb0e00,62115d35-dd55-4fad-b880-f40930aa41a1,c0dfce76-d1cb-4c68-9c35-b8faf705f226,179,2025-04-12
f8316b34-4e39-42f6-8c78-3df204f95483,d61afbfa-ab49-4b6d-9710-16dc2c8ec367,c0dfce76-d1cb-4c68-9c35-b8faf705f226,133,2025-04-12
37d2618b-0630-4c2b-b23a-e7ff41cb1cc6,512454f9-acd5-476d-b729-ba28d45e5e74,c0dfce76-d1cb-4c68-9c35-b8faf705f226,97,2025-04-12
d0cb266d-af69-488a-b2f2-936cc4f43c67,76322949-35cc-4bcd-a0ab-b242c8716673,c0dfce76-d1cb-4c68-9c35-b8faf705f226,13,2025-04-12
892dfda0-3fc0-4733-a4b6-5e49b1ab583d,59b7cb3a-0bdf-4205-9af0-1b0253e7f89f,c0dfce76-d1cb-4c68-9c35-b8faf705f226,52,2025-04-12
427c3f1c-aa6a-4105-97de-d7545aa62f7a,18dcd00f-826e-4d94-8bae-ace44ca27c99,c0dfce76-d1cb-4c68-9c35-b8faf705f226,67,2025-04-12
4479654b-37fb-43c6-b665-5c12f26cf533,0837602e-bf31-4318-bac1-cca79b28353e,c0dfce76-d1cb-4c68-9c35-b8faf705f226,89,2025-04-12
209d373f-56d4-4fba-9fd5-00faf2bcb18f,d5d47f53-41fa-411f-a066-78a9d2824c83,c0dfce76-d1cb-4c68-9c35-b8faf705f226,106,2025-04-12
762e41cb-a702-402b-aaae-46fa76e85e10,a20b8b95-7b11-4ce4-9531-b0bf02c9996e,c0dfce76-d1cb-4c68-9c35-b8faf705f226,108,2025-04-12
7b90288b-9dcc-429a-8dc7-25116d1ef21e,22d069d5-a0ab-43f9-a034-506ff50fb045,c0dfce76-d1cb-4c68-9c35-b8faf705f226,53,2025-04-12
a9f65d51-6bcb-4221-89fd-77540c3df289,e3a4308e-16b4-4168-aaff-42ac8eff65ba,c0dfce76-d1cb-4c68-9c35-b8faf705f226,199,2025-04-12
dd2fd1c4-3ae4-4367-8fca-8e0f302e1811,15e709af-f96f-4bf8-8f07-7382c5078ddc,c0dfce76-d1cb-4c68-9c35-b8faf705f226,170,2025-04-12
4dfb9fef-c570-4639-87ed-9572e2294a43,00c10a6b-a650-4b31-8e23-2d17938708b2,c0dfce76-d1cb-4c68-9c35-b8faf705f226,53,2025-04-12
e24557f1-0059-439c-9ffc-2285e3e3406e,66499d6f-221d-4add-ac9e-3fb2c99d6e6e,c0dfce76-d1cb-4c68-9c35-b8faf705f226,45,2025-04-12
4669367a-eb64-401c-82c6-bd861f9b1997,eb24b93e-f239-4a5a-8d9e-788f46cfcb41,c0dfce76-d1cb-4c68-9c35-b8faf705f226,129,2025-04-12
f015d515-e0e5-4281-af6a-065db48be038,a4b4ec3a-c1df-4236-8e88-3745570b0ae6,c0dfce76-d1cb-4c68-9c35-b8faf705f226,189,2025-04-12
5230ebd0-633d-403c-ae99-10d601ab3b53,153c3306-698e-47c6-b0dc-8012dd2d0c9b,c0dfce76-d1cb-4c68-9c35-b8faf705f226,136,2025-04-12
b9b90a7a-3f7f-48f8-a281-a3959201be08,e3287fba-bb1e-46f5-b9cd-2df7051f7ef5,c0dfce76-d1cb-4c68-9c35-b8faf705f226,169,2025-04-12
042c9416-c643-43cd-9168-b3e1f42996ed,f662b317-f5e2-42d7-b904-af6b1e2e766e,c0dfce76-d1cb-4c68-9c35-b8faf705f226,50,2025-04-12
a450a1c0-50b9-40bf-87bc-4c5e8fdf5ada,2c4f2fd2-6182-4faa-802a-ee8b67c346eb,c0dfce76-d1cb-4c68-9c35-b8faf705f226,169,2025-04-12
e6647e0d-dc96-459d-9ea2-2a1d877f4f77,8917d2c6-46ea-47d1-a802-5872d1f69e53,c0dfce76-d1cb-4c68-9c35-b8faf705f226,129,2025-04-12
1b7f299f-d407-4cfc-a145-82feddc978af,6cff0448-3c28-4558-8e32-9b575b27a7b1,c0dfce76-d1cb-4c68-9c35-b8faf705f226,54,2025-04-12
9561d1c5-fed3-4c30-9d6e-5fbe71bcec24,bcc0c01b-7b99-420d-a79a-a5695186b6c2,c0dfce76-d1cb-4c68-9c35-b8faf705f226,97,2025-04-12
063cd549-5b05-414c-a4d1-36c6fea9579f,5d4fa5a9-3f45-4182-9f0c-e0eb97725816,c0dfce76-d1cb-4c68-9c35-b8faf705f226,26,2025-04-12
93954fe1-413e-44f1-bfc2-93d0e1b0eaea,e2888b4d-ea31-4ed7-b517-73da4223accc,c0dfce76-d1cb-4c68-9c35-b8faf705f226,179,2025-04-12
bc116b7c-bfd9-49ed-8d1e-59e7df4e5f31,28c5e582-eb47-4ae2-85e5-f90c9f90f5d2,c0dfce76-d1cb-4c68-9c35-b8faf705f226,120,2025-04-12
a0b33ebc-2786-4ec2-a1fc-57eae6bb2ec4,9af61e86-7802-4101-b339-387cef220098,c0dfce76-d1cb-4c68-9c35-b8faf705f226,20,2025-04-12
cae9c5ee-24c8-481d-98be-d3ae66afbd36,4cf75c38-ec78-49c0-a598-4fafae79225a,c0dfce76-d1cb-4c68-9c35-b8faf705f226,187,2025-04-12
8654ead2-2c8b-42f6-bce7-42833bedc6fc,6799583d-aff4-426c-a001-73cb0157c2ef,c0dfce76-d1cb-4c68-9c35-b8faf705f226,190,2025-04-12
dcd0db58-472e-49a2-aa39-0a3e246c74dd,14405399-c9a4-4b3b-9792-b3472323fef0,c0dfce76-d1cb-4c68-9c35-b8faf705f226,119,2025-04-12
ed812ba0-4f04-459a-97d4-928a9bdd022f,dac64e66-4c5e-4f0d-ab00-a487f3f5ebde,c0dfce76-d1cb-4c68-9c35-b8faf705f226,62,2025-04-12
45160c66-e1cc-4abc-a0ea-5521bcdbe8c6,deca9dd0-0407-4621-b37c-2cce8e8f645b,83141ec0-59d0-45dc-aeb7-5b66925c77f9,88,2025-04-12
fde63318-5e0c-44e3-9eec-aa3e2e0c3b2a,2d056ffc-dfde-48a4-8e97-9c6187844fb5,83141ec0-59d0-45dc-aeb7-5b66925c77f9,135,2025-04-12
50053206-c891-4d76-bf00-73f63561fec1,cb850f52-5517-42f8-acc9-0c1cf73178b5,83141ec0-59d0-45dc-aeb7-5b66925c77f9,139,2025-04-12
8ec8e351-660e-4c74-8022-1d5b72dbc3c5,e0f64b4d-95a7-44f5-b888-e75418b2fe0a,83141ec0-59d0-45dc-aeb7-5b66925c77f9,145,2025-04-12
9dadc360-9f97-4eaf-b570-bf0f9ee13917,eb3ab52f-2b87-4bbd-a5f6-1ac16a74b11d,83141ec0-59d0-45dc-aeb7-5b66925c77f9,63,2025-04-12
e97bfc97-0fe2-4fbe-b12c-1d17393d5d05,366dc667-3940-4758-9654-72792b5dfa2d,83141ec0-59d0-45dc-aeb7-5b66925c77f9,58,2025-04-12
5ddabdaf-b40a-433a-b609-a395529c59b4,102cc10a-d1b1-4c36-9dc9-afa91c8e09e3,83141ec0-59d0-45dc-aeb7-5b66925c77f9,37,2025-04-12
779f8836-1404-40ce-aa84-fd34e35c764d,4b56f4ef-527a-463e-8dd8-c0613c9a0fcb,83141ec0-59d0-45dc-aeb7-5b66925c77f9,135,2025-04-12
b5dca77f-cf3e-4187-a7cc-8f4466aa45a6,948fc498-a299-40fc-98e2-bcae6912cc91,83141ec0-59d0-45dc-aeb7-5b66925c77f9,65,2025-04-12
fd6aa130-6dfc-4f8a-992b-55853a954140,fe53edfa-9e65-4c4c-a0aa-af82cf5a0d32,83141ec0-59d0-45dc-aeb7-5b66925c77f9,85,2025-04-12
74b02b83-72ee-43d5-865b-1ae6f1bba700,b09228ae-00f8-44f7-b268-bf5255fa6380,83141ec0-59d0-45dc-aeb7-5b66925c77f9,125,2025-04-12
8732373a-c6bd-415f-93dc-9d358ffe8628,e02db38d-32dc-4204-bb35-c8fa2c479eec,83141ec0-59d0-45dc-aeb7-5b66925c77f9,162,2025-04-12
aa3de33b-601e-48c5-86f1-cc1cf8cf6618,b7a33ff7-ae7f-41ba-9038-bd892dd90943,83141ec0-59d0-45dc-aeb7-5b66925c77f9,39,2025-04-12
ea6dceb2-87ce-46d7-a323-4a281e331d9c,0a2ec186-dd47-4c28-99d1-8154b57c3c4c,83141ec0-59d0-45dc-aeb7-5b66925c77f9,180,2025-04-12
b7fba117-6ba8-4904-adc1-9bb01eb7cf80,81c941ea-a934-49a7-8c14-8d0caca8fcff,83141ec0-59d0-45dc-aeb7-5b66925c77f9,44,2025-04-12
5ed4c443-0f32-4e32-8cc8-7077dd360b3a,99e7479e-80a5-4bc5-8733-172650b4dce0,83141ec0-59d0-45dc-aeb7-5b66925c77f9,194,2025-04-12
